brand_name,validated,brand_parent_occurances,parent_company_name,id,brand_total_count,brand_frequency
we'mon,false,1,cv tiara indah,cv tiara indah,11,2
weetabix,false,1,weetabix,weetabix,2,2
weg 2-t,false,1,top system ae,top system ae,1,1
wega (n15),false,1,wega (n15),wega (n15),2,1
wegmans,false,1,"wegman's enterprises, inc., wegman enterprises, inc","wegman's enterprises, inc., wegman enterprises, inc",3,3
wei dong li,false,1,wei dong li,wei dong li,3,1
wei long,false,1,wei long,wei long,1,1
wei mei,false,1,wei mei,wei mei,1,1
wei mei xin,false,1,wei mei xin,wei mei xin,1,1
weichkäse roi de trefle,false,1,aldi,q125054,1,1
weidongli,false,1,junyao group company,junyao group company,1,1
weight watchers,false,1,weight watchers,weight watchers,1,1
weihaomei,false,1,"shanghai weihaomei food co., ltd","shanghai weihaomei food co., ltd",1,1
weikfield,false,1,weikfield,weikfield,1,1
weilong,false,1,zhengzhou weilong food co. ltd,zhengzhou weilong food co. ltd,2,1
weinerschnitzel,false,1,"galardi group, inc.","galardi group, inc.",1,1
weiss lebkuchen,false,1,weiss,weiss,1,1
weizhiyuan,false,1,ajisen,ajisen,1,1
wel-pac amusa shoga,false,1,wel-pac,wel-pac,1,1
welch,false,1,welch,welch,3,2
welch fruit snacks,false,1,national grape cooperative association,national grape cooperative association,3,2
welch's,false,1,welch's,q7980538,71,33
welch's fruit snack,false,1,national grape cooperative association,national grape cooperative association,3,2
welch's fruit snack wrapper,false,1,national grape cooperative association,national grape cooperative association,2,1
welch's snacks,false,1,national grape cooperative association,national grape cooperative association,1,1
welches,false,1,welch's,q7980538,11,6
welchs,false,1,"national grape cooperative association, inc","national grape cooperative association, inc",3,2
welch’s,false,1,welch's,q7980538,2,1
well,false,1,well pharmacy,q7726524,2,2
wella flex p&g,false,1,procter & gamble,procter & gamble,1,1
wella welloxyd,true,1,unbranded,unbranded,1,1
wellesley farms,false,1,bj's,bj's,1,1
wellesley purified,false,1,wellesley purified,wellesley purified,1,1
wells,false,1,wells,q115388598,2,2
wells enterprises,false,1,wells enterprises,q7981640,4,4
wells enterprises inc,false,1,wells enterprises,wells enterprises,1,1
wells fargo,false,1,wells fargo,wells fargo,1,1
wellsey,false,1,wellsey,wellsey,1,1
wellsley,false,1,wellsley,wellsley,1,1
wellsley farms,false,1,"bj's, bj's wholesale club, wellsley farms","bj's, bj's wholesale club, wellsley farms",13,7
wellsley farms water,false,1,wellsley farms,wellsley farms,1,1
welsch,false,1,welsch,welsch,2,1
wemon,false,1,wemon atambua,wemon atambua,7,1
wendy cap,false,1,wendy international,wendy international,1,1
wendy's,false,1,wendy's,q550258,57,38
wendys,false,1,wendys,wendys,1,1
wendys',false,1,the wendy's company,the wendy's company,1,1
wendyâ€™s,false,1,wendy's,q550258,5,1
weno,false,1,weno,weno,8,1
wenoka,false,1,wenoka,wenoka,1,1
wepa,false,1,wepa,wepa,1,1
wepu brot gmbh,false,1,wepu brot gmbh,wepu brot gmbh,1,1
werner,false,1,werner,werner,2,1
wernli,false,1,wernli,wernli,19,2
wernli biscuit,false,1,wernli,wernli,1,1
werters,false,1,werters,werters,1,1
werterâ€™s originals,false,1,august storck kg,august storck kg,1,1
werther's,false,1,august storck kg,q566814,6,5
werther's original,false,1,august storck kg,q566814,34,11
werther's orignial,false,1,august storck kg,q566814,1,1
werthers,false,1,august storck kg,q566814,5,3
werthers origin,false,1,august storck kg,q566814,5,1
werthers original,false,1,august storck kg,q566814,10,4
werthers original wrapper,false,1,august storck kg,august storck kg,1,1
werther’s original,false,1,august storck kg,q566814,7,2
werti,false,1,werti,werti,1,1
wesco,false,1,wesco,wesco,1,1
wesley water,false,1,wesley water,wesley water,3,1
west,true,1,imperial brands,q1471161,122,21
west (imperial tobacco),false,1,west (imperial tobacco),west (imperial tobacco),7,1
west coast ice,false,1,"metro retail stores group inc., philippine aquapak inc","metro retail stores group inc., philippine aquapak inc",2,2
west country mussels,false,1,west country mussels,west country mussels,2,1
west creek,true,1,unbranded,unbranded,4,1
west imperial brands tobacco company),false,1,west imperial brands tobacco company),west imperial brands tobacco company),7,1
west minster's oyster crackers,false,1,westminster's oyster crackers,westminster's oyster crackers,1,1
west red,false,1,imperial brands,q1471161,1,1
west wind,false,1,sichuan west wind bait fishing gear co. ltd,sichuan west wind bait fishing gear co. ltd,1,1
westcliff,false,1,westcliff,westcliff,3,1
western,false,1,western convenience stores,western convenience stores,1,1
western bakery,false,1,western bakery,western bakery,1,1
western family,false,1,western family,western family,4,3
western star,false,1,western star,western star,1,1
westlake hardware (bag),false,1,westlake hardware (bag),westlake hardware (bag),1,1
westle,false,1,westle,westle,2,1
westminister lakes,false,1,westminster's oyster crackers,westminster's oyster crackers,1,1
westminister's barker co.,true,1,unbranded,unbranded,1,1
westminster bakers co.,false,1,westminster's oyster crackers,westminster's oyster crackers,4,1
westminster crackers,false,1,westminster's oyster crackers,westminster's oyster crackers,1,1
wet,false,1,"philippine spring water resources, inc.","philippine spring water resources, inc.",33,6
wet hankies,false,1,wet hankies,wet hankies,1,1
wet look,false,1,wet look,wet look,1,1
wet napkins,false,1,association familiale mulliez,q743182,1,1
wet ones,false,1,edgewell personal care,edgewell personal care,2,2
wet tissues,false,1,dm,q110167604,5,3
wet willie's,false,1,wet willie's,wet willie's,1,1
wet wipes,true,1,unbranded,unbranded,109,3
wet wipes (manufactured by various korean smes),true,1,unbranded,unbranded,20,1
wet!,false,1,"philippine spring water resources, inc.","philippine spring water resources, inc.",54,8
wet-nap,false,1,wet-nap,wet-nap,1,1
wetcode,false,1,wetcode,wetcode,1,1
wethers original,false,1,wethers original,wethers original,1,1
wetland spring,false,1,josmis suppliers limited,josmis suppliers limited,1,1
wetty,false,1,wetty,wetty,5,1
wetzels pretzels,false,1,centeroak partners,centeroak partners,1,1
wh den ouden,false,1,wh den ouden,wh den ouden,1,1
whahaha,false,1,pure water whahaha,pure water whahaha,1,1
wham bar,false,1,tangerine confectionery,tangerine confectionery,1,1
whaou,false,1,christian faure entreprise,christian faure entreprise,1,1
whaou!,false,1,goûters magiques,goûters magiques,3,2
what,false,1,mondelez international,q12857502,1,1
whataburger,false,1,whataburger,q376627,14,3
whatatops,false,1,whatatops,whatatops,4,1
whatchamacallit,false,1,hershey company,hershey company,1,1
whatsapp,false,1,mr.tan international group co.ltd,mr.tan international group co.ltd,2,2
whatta,false,1,lotte,lotte,2,1
whatta flakes,false,1,whatta flakes,whatta flakes,2,1
whatta top,false,1,whatta top,whatta top,7,1
whatta tops,false,1,lemon square,q115972938,42,10
whattaburger,false,1,bdt capital,bdt capital,2,1
whattatops,false,1,whatatops,whatatops,5,1
wheat,false,1,mondelez international,q12857502,2,2
wheat crunchies,false,1,intersnack,q873618,3,3
wheatley vodka,false,1,wheatley vodka,wheatley vodka,1,1
wheel,false,1,unilever,q157062,132,6
wheel detergent powder,true,1,unilever,q157062,195,4
whey & crispey,false,1,whey & crispey,whey & crispey,1,1
whip its,true,1,unbranded,unbranded,5,1
whiskas,true,1,"mars, incorporated",q695087,19,13
whisky classic,attempted,1,whisky classic,whisky classic,208,1
whisper,false,1,"procter & gamble, unilever",q212405q157062,59,16
white bear,false,1,efes-moscow brewery,efes-moscow brewery,1,1
white cat,false,1,"shanghai white cat (group) co. ltd, white cat","shanghai white cat (group) co. ltd, white cat",5,3
white claw,false,1,white claw hard seltzer,q56279443,10,3
white cloud,false,1,white cloud,white cloud,2,1
white coffe,false,1,java prima abadi,java prima abadi,47,7
white coffee,false,1,"java prima, java prima abadi, old town berhad, old town berhad, w.l. food products, w.l. food products","java prima, java prima abadi, old town berhad, old town berhad, w.l. food products, w.l. food products",70,10
white coffee jonker,false,1,jonker street coffee,jonker street coffee,3,1
white cup,true,1,unbranded,unbranded,5,1
white dent,true,1,chemicotex,https://www.chemicotex.co.tz/products/whitedent-herbal-toothpaste,219,3
white dove,false,1,unilever,unilever,6,1
white dove flip flop,false,1,china,china,1,1
white koffe,false,1,java prima abadi,java prima abadi,1,1
white koffie,false,1,java prima abadi,java prima abadi,13,3
white line,false,1,paper & board company,paper & board company,1,1
white luwak koffie,false,1,jayaprema abadi,jayaprema abadi,1,1
white magic,false,1,future consumer limited,future consumer limited,1,1
white mode,false,1,premier,premier,1,1
white owl,false,1,swedish match,q52855,47,9
white owl cigars,false,1,swedish match,q52855,3,2
white rabbit,false,1,white rabbit,q21660987,37,8
white rabbit  candy,false,1,"shanghai guan sheng yuan food, ltd.","shanghai guan sheng yuan food, ltd.",2,1
white rain,false,1,international wholesale,international wholesale,3,1
white rock,false,1,white rock beverages,q13516752,3,3
white rock water,false,1,shepley spring ltd,shepley spring ltd,2,1
white sands,false,1,white sands,white sands,6,1
white spirit,false,1,white spirit,white spirit,1,1
white spoon brown sugar,false,1,white spoon brown sugar,white spoon brown sugar,16,1
white star,false,1,bidco,q13122626,17,1
white star magic,false,1,bidco,bidco,45,2
white sugar,true,1,unbranded,unbranded,2,1
white vinegar,false,1,dil,dil,4,4
white whitening sleeping cream mask,true,1,unbranded,unbranded,1,1
whiteclaw seltzer,false,1,whiteclaw seltzer,whiteclaw seltzer,5,1
whitedend,true,1,chemicotex,https://www.chemicotex.co.tz/products/whitedent-herbal-toothpaste,187,1
whitedent,attempted,1,chemicotex,https://www.reuters.com/article/tanzania-privateequity/private-funds-take-majority-stake-in-tanzania-firm-iduslde71f12t20110216,1646,20
whitedent tooth brush,attempted,1,chemicotex,https://www.reuters.com/article/tanzania-privateequity/private-funds-take-majority-stake-in-tanzania-firm-iduslde71f12t20110216,420,1
whitednt,false,1,chemicotex,chemicotex,180,1
whitefurze,false,1,whitefurze,whitefurze,1,1
whitehorse,false,1,khatogo tobacco factory,khatogo tobacco factory,5,1
whitehouse leisure,false,1,savills uk,savills uk,1,1
whittakers,true,1,whittaker's,q4019577,3,1
whizz fizz,false,1,whizz fizz,whizz fizz,1,1
whole earth,false,1,whole earth,whole earth,1,1
whole foods,false,1,amazon,q3884,11,8
whole foods 365,false,1,amazon,q3884,3,3
whole foods markets,false,1,amazon,q3884,1,1
whole fremantle sardines,false,1,mendolia seafoods,mendolia seafoods,1,1
whole milk,false,1,whole milk,whole milk,2,1
whole milk powder,false,1,madallion,madallion,1,1
wholesome farms,false,1,sysco,sysco,1,1
wholly,false,1,megamex foods,megamex foods,1,1
whoop,false,1,whoop,whoop,3,1
whoopie,false,1,republic biscuit corporation,q7314390,4,3
whoopies,false,1,haldiram's snacks pvt. ltd.,haldiram's snacks pvt. ltd.,14,1
whoppers,false,2,"hershey company, the hershey company","hershey company, the hershey company",2,2
wick,false,1,procter & gamble,q212405,10,4
wick blau hustenbonbons,false,1,katjes fassin gmbh & co. kg,katjes fassin gmbh & co. kg,1,1
wick bold,false,1,wick bold,wick bold,1,1
wicks,false,1,vicks coughdrop,vicks coughdrop,1,1
wicky,false,1,wicky,wicky,1,1
wieder,false,1,wieder,wieder,1,1
wiejski ziemniaczek,false,1,leithart holding,leithart holding,1,1
wiener zuckerl,false,1,august storck kg,q566814,1,1
wienerschnitzel,false,1,wienerschnitzel,wienerschnitzel,1,1
wienerscnitzel,false,1,wienerscnitzel,wienerscnitzel,2,1
wienna,false,1,wienna,wienna,1,1
wifi coffee,false,1,wifi coffee,wifi coffee,1,1
wiggles,false,1,jg summit holdings,q6108205,26,10
wild bean,true,1,unbranded,unbranded,1,1
wild bean cofe,false,1,wild bean cofe,wild bean cofe,1,1
wild cherry chews,false,1,albert's candy,albert's candy,7,1
wild stone,false,1,wild stone,wild stone,1,1
wild turkey,true,1,campari group,q753685,31,3
wilda,false,1,wilda,wilda,1,1
wildcat,false,1,wildcat,q56236979,30,1
wilina,false,1,if vilina then parakh group,if vilina then parakh group,1,1
wilkin's pure,false,1,wilkin's pure,wilkin's pure,7,1
wilkins,true,1,the coca-cola company,q3295867,508,20
wilkins pure,false,1,the coca-cola company,q3295867,43,5
wilkinson,false,1,wilco retail ltd,wilco retail ltd,1,1
will,false,3,"hangugyakult, korea yakult co., will","hangugyakult, korea yakult co., will",14,3
william lawsons,false,1,john dewar and sons ltd,john dewar and sons ltd,2,1
william teacher,false,1,"william teacher & sons,scotland","william teacher & sons,scotland",1,1
williams,false,1,williams,williams,35,1
williams water,false,1,willbealth inc.,willbealth inc.,1,1
wills,false,2,"itc, local kerala or india brand","itc, local kerala or india brand",37,4
wills cinnamon shop,false,1,wills cinnamon shop,wills cinnamon shop,1,1
wills filter,false,1,itc,itc,5,1
willy 1500,false,1,willy 1500,willy 1500,2,1
wilmar,false,1,wilmar,wilmar,3,1
wilnelly,false,1,wilnelly,wilnelly,19,1
wilson,false,1,"anta sports, wilson",q4653060q8022963,17,8
wilton,false,1,wilton,wilton,2,2
win,true,1,unbranded,unbranded,10,1
win fin,true,1,unbranded,unbranded,22,1
win pack,false,1,win pack,win pack,1,1
win2,false,1,win win food,win win food,1,1
winchester,false,1,japan tobacco,q898568,5,2
winco,false,1,niagara bottling,q55625166,13,5
windboek,false,1,namibia breweries ltd,namibia breweries ltd,6,2
windel,true,1,unbranded,unbranded,2,1
windex,false,1,s. c. johnson & son,q683170,2,2
windhoeck,false,1,windhock,windhock,7,2
windhoek,false,1,heineken,q180855,59,8
windoek,false,1,namibia breweries ltd,namibia breweries ltd,52,2
windsor,false,1,imperial brands,q1471161,1,1
wine bottle corks,false,1,wine bottle corks,wine bottle corks,1,1
wine bottles,true,1,unbranded,unbranded,50,1
wineshester,true,1,unbranded,unbranded,1,1
winfield,false,1,winfield,winfield,1,1
winfield classic,false,1,british american tabacco co,british american tabacco co,1,1
wing,false,1,solar wings,solar wings,54,1
wings,true,1,wings,q12524596,146,22
wings active,false,1,wings active,wings active,3,1
wings bar,false,1,wings bar,wings bar,4,1
wings biru,false,1,wings,q12524596,3,3
wings co,false,1,wings co,wings co,2,1
wings corp,false,1,wings food,wings food,3,1
wings detergent,false,1,sayap mas utama,sayap mas utama,37,1
wings food,true,1,wings,q12524596,426,9
wings powder,false,1,sayap mas utama,sayap mas utama,46,1
wings power,false,1,wings power,wings power,9,1
wings suriya,false,1,wings suriya,wings suriya,1,1
wingstop,false,1,"roark capital group, wings",q7339900q12524596,6,4
wink,true,1,unbranded,unbranded,3,3
winkies cake,false,1,dreambake pvt.ltd,dreambake pvt.ltd,27,1
winkin cow,false,1,britannia industries ltd.,britannia industries ltd.,18,2
winkles,false,1,dreambake pvt.ltd,dreambake pvt.ltd,1,1
winn dixie,false,1,bi-lo,q4835620,4,4
winner taco algida,false,1,unilever,q157062,1,1
winnies,false,1,madel spa,madel spa,1,1
winpak,false,1,winpak,winpak,1,1
winrox,false,1,unspecified,unspecified,3,3
winsboro,false,1,associated anglo american,associated anglo american,1,1
winston,true,1,japan tobacco,q898568,2110,110
winston (itg brands - imperial tobbaco),false,1,winston (itg brands - imperial tobbaco),winston (itg brands - imperial tobbaco),15,2
winston blue,false,1,imperial brands,q1471161,3,1
winstone,false,1,winstone,winstone,7,1
wipes,false,1,tempo,q62535175,17,3
wipi,false,1,wipi,wipi,2,1
wipol,false,1,unilever,q157062,4,3
wipro,false,1,wipro,q1364176,2,1
wipro consumer care company,false,1,wipro consumer care,wipro consumer care,6,1
wipro soft touch,false,1,wipro,q1364176,1,1
wis,false,1,wis,wis,1,1
wisconsin cheese,true,1,unbranded,unbranded,1,1
wise,false,1,wise,q7833987,12,7
wise choise,false,1,wise choise,wise choise,1,1
wise food inc.,false,1,wise food inc.,wise food inc.,1,1
wisko,false,1,siantar top,q12514216,1,1
wismo,false,1,wismo,wismo,20,1
wisp max fresh,false,1,colgate-palmolive,colgate-palmolive,1,1
wistom,false,1,tanzania cigarette company,q22909263,4,1
wiston,false,1,tanzania cigarette company,q22909263,90,9
witch hat,false,1,witch hat,witch hat,1,1
witchi,false,1,"dai viet huong production and trade co., ltd","dai viet huong production and trade co., ltd",1,1
witening faciol foam,false,1,beauty community,beauty community,1,1
witor's cioccolatini,false,1,witor's spa,witor's spa,2,1
wizz   fyna foods au,false,1,wizz   fyna foods au,wizz   fyna foods au,1,1
wl cigarette butt,false,1,wl cigarette butt,wl cigarette butt,1,1
wl foods,false,1,w.l. food products,w.l. food products,8,3
wockhardt,false,1,wockhardt ltd,wockhardt ltd,1,1
wog,false,1,wog,q12072939,15,3
wohoo!,false,1,honai,honai,1,1
wojnars,false,1,wojnars,wojnars,1,1
wolong,false,1,wolong,wolong,1,1
wolswagen,false,1,wolswagen,wolswagen,1,1
wonda,false,1,asahi group holdings,q11283168,3,3
wonder,false,1,wonder,wonder,8,2
wonder bread,false,1,bimbo,bimbo,2,2
wonder clean,false,1,r k marble,r k marble,20,2
wonder ice cream,false,1,wonder ice cream company,wonder ice cream company,1,1
wonderearm,false,1,international food company,international food company,1,1
wonderfarm,false,1,wonderfarm,q11351562,1,1
wonderful,false,1,wonderful,wonderful,4,3
wonderful almonds,false,1,the wonderful company,the wonderful company,1,1
wong coco,false,1,"pt keong nusantara abadi, wong coco group","pt keong nusantara abadi, wong coco group",29,4
wong fu,false,1,wong fu,wong fu,1,1
wong jin,true,1,unbranded,unbranded,1,1
wong lo kat,false,1,guangzhou wanglaoji pharmaceutical co. ltd,guangzhou wanglaoji pharmaceutical co. ltd,5,2
wong lo kat（pseudo）,false,1,guangzhou wanglaoji pharmaceutical co. ltd,guangzhou wanglaoji pharmaceutical co. ltd,1,1
wonka,false,1,wonka,wonka,1,1
wood leaf,false,1,goodtime inc.,goodtime inc.,1,1
wood's peppermint exp,false,1,kalbe farma,q6351754,1,1
woodbridge,false,1,woodbridge,q8032403,3,2
woodmans,false,1,woodmans,woodmans,1,1
woods,false,1,kalbe farma,q6351754,7,6
woods good time leaf,false,1,woods good time leaf,woods good time leaf,1,1
woods leaf cigars,false,1,good times,good times,6,1
woodstock,false,1,woodstock,q8033406,2,2
woogie,false,1,woogie,woogie,1,1
woolite,false,1,reckitt benckiser,reckitt benckiser,1,1
wooloworths,false,1,wooloworths,wooloworths,6,1
woolworth,false,1,woolworths,woolworths,2,2
woolworth water,false,1,woolworth water,woolworth water,1,1
woolworths,true,1,woolworths group,q607272,70,21
woolworths 'select',false,1,woolworths 'select',woolworths 'select',2,1
woolworths bag,false,1,woolworths bag,woolworths bag,1,1
